

























服务业,比重,政府,规模,制度
地区,民族,转移,支付,支出
语速,思维,评价,随和,老师

































气候变化,减缓,经济,社会,中国















玻璃珠,分析,玻璃,能量色散,使用

质地,玉器,新出土,殷墟,安阳市







IP电话,终端,软件,依赖,应用



网络,符号,编码,物理层,调制
算法,路径,求解,约束,问题
蛋白酶,方法,研究,芽孢,杆菌
含量,转化率,指数,氮溶,培养
感官,薄片,甘草,评吸,纸基
蛋白酶,培养基,保持,菌株,鉴定
改性,蛋白,酰胺,面筋,柠檬酸






激励,管理层,理论,企业,经济学
企业,跨国,基金,并购,股权
谣言,控制,传播,理论,经验总结
成本,费用,订购,厂商,订货
并购,供应链,企业,影响,增加
应对,志愿者,方式,因素,差异
谣言,传播,平衡点,方法,稳定性
制定,关注,发展,环境,竞争对手
产品,机制,定价,减量化,转移
基金,股权,理论,金融,方式
基金,封闭式,折价,净值,实际
器件,气体,分数,体积,偏压




细胞,患者,应用,外周血,治疗





氧化,水解,反应,研究,机理








优势,企业,竞争,进入,拥有
补充,公告,财务,信息,财务报告
波动,转换,特征,政策,汇率
策略,溢价,收益,因素,获得




高氧,组织,凋亡,暴露,损伤























文档,广播,数据,性能,信息


























地球化学,环境,发展,研究,内容




价值,模型,网络,增值,研究
聚类,属性,区间,应用,特征
灾害,演化,进行,动态,灾情
知识,转移,网络结构,组织,影响
网络,确定,信息,模型,研究
稳定性,冲突,特点,经典,提出



黄金,株系,群体,多态性,进行
蛋白,序列,氨酸,茶树,存在
突散,活有,活性,试验,还原
游离,茶叶,发花,含量,菌株
基因,泛素,序列,阶段性,表达
含量,样品,差异,氨酸,检测
样品,多态性,黄金,基因组,条带









创业,裂变,集群,研究,业务
成长,企业,理论,学习,创业
创业,员工,合约,雇佣,离职
不可,帽子,接班人,遇到,相信





























舰船,阶段,模式,总体,船体
减振,阻尼器,研究,系统,阻尼
辐射,计算,振动,阻尼,材料
激振力,模型,整体,低压,单位
教学,建设,课程,原理,实践


















血浆,患者,浓度,病程,散发性
细胞,胶质,脊髓,培养,星形
信号,脊膜,萎缩,影像学,出现





得到,进行,氢化,产物,生成
长序,分离,虎皮,解析,结构




药剂,防治,田间,菊酯,达到
辐照,发育,剂量,测定,耐受性
虫龄,处理,达到,死亡率,熏蒸


柴油机,循环,能量,蒸发,尾气





含水量,模型,叶片,烤烟,交叉



切割,数控系统,实现,激光,控制

磨粒,轨迹,分析,材料,分布






















隶属,函数,支持,向量,样本
病毒,研究,增殖,细小,最高峰
矩阵,计算,分裂,算法,进行


广义,变分,不变,方向,梯度
问题,算法,优化,求解,维空间








血吸虫,基因,宿主,日本,基因组






































护理,模式,患者,监控,体系
医疗卫生,基本,服务,均等化,评价
规模,医院,单元,效率,数据
播种,施肥,免耕,需要,精量
序列,基因,新城疫,试验,毒株













行为,相关,艾滋病,发生,知识
遗传,气质,学龄儿童,效应,影响
艾滋病,预防,得分,教育,高于
腹部,腰围,血压,血脂,血糖
儿童,社会,父母,生活,问题
大学生,显著性,高于,血压,肥胖率
体型,因子,遗传,影响,距离
性行为,发生,教育,因素,艾滋病
身体,比例,地区,分析,儿童

大学生,农村,体质,城市,男女
气孔,表皮,细胞,形态,结构
实验教学,平台,建设,中心,示范
叶片,表皮,观察,形态,离析



遗传,种群,分化,距离,多态
实验,教学,验证,研究型,综合性
结构,数据,知识,谓词,模式
概念,项集,算法,节点,进行

认知,推理,系统,建模,决策



















生物,证据,表明,富含,流行病学




结果,系统,研究,理论,稳定性
方法,速度,估计,参数,控制
磁链,系统,轨迹,结果,建模

辨识,方法,能够,了所,得到
速度,磁链,观测器,方法,适应






















血浆,老年人,高原地区,水平,方法
处理,粉煤灰,离子,条件,废水
胎盘,临床,处理,诊断,前置
动脉,结果,教师,血管,高血压
催乳素,血症,药物,研究组,患者
知识,高血压,行为,知晓率,调查




















化合物,合成,植物,取代,绿色



























祁连山,陆块,同位素,特征,增长
特征,地球化学,蛇绿岩,地幔,构造







合成,表征,计算,方法,块体
卤水,电位,盐湖,选择性,体系






















方法,检测,色素,结果,洗脱


















乳糖,含量,测定,精度,碘量法


























































超声,响应,功率,影响,多糖
贮藏,指标,蘑菇,品质,包装材料
进行,鉴定,芦笋,分析,基因
含量,水稻,籽粒,喷施,稻米


















生长,垂向,地壳,陆壳,研究































结构,转变,形态,演化,能垒




基因,草莓,序列,全长,同源
表达,基因,草莓,组织,序列
基因,表达,利用,分离,全长
表达,基因,草莓,器官,序列
苹果,进行,方法,分析,引物


矿床,围岩,辉锑矿,矿体,形成

聚丙烯腈,硝酸,处理,程度,结构

石墨,薄膜,制成,方法,分子量




























化合物,花生,烘烤,花生壳,挥发性
气味,物质,刺激,香竹,竹叶
分离,分析,鉴定,菌株,果糖
尿嘧啶,缺陷,营养,基因,菌株
辐射,菌株,诱变,照射,处理












































热解,氮化,纤维,反应,温度




















溶解,包涵,小鼠,表达,方法








阿克苏河,表明,径流量,年表,径流
校正,树轮,密度,系数,实验
年表,森林,树轮,宽度,气候
密度,序列,温度,年表,相关
树轮,密度,采集,气候,资料
降水量,地区,巴仑台,气候,结果表明
树轮,宽度,年表,温度,火烧沟
降水量,地区,博州,相关,资料
河源,乌鲁木齐,年表,温度,检验
气候,高温,树轮,宽度,序列
树轮,宽度,年表,生长,下限















































支架,瓣膜,主动脉瓣,球囊,置入












病毒,研究,分子,流感病毒,具有

















破碎,目的,分析,颗粒,单晶
































分子,自旋,重度,活化,电子












基因,表达,中断,发育,相关

















下颌骨,人工,缺损,技术,个体化
制作,技术,代型,常规,适合
应用,软件,个体化,制作,成型
下颌骨,个体化,缺损,修复,效果













跟随,控制,控制器,系统,主车
葡萄糖,木糖,发酵,利用,进行




























定价,成本,利润,寡头,获取
零售商,供应链,供应商,主导权,利润












系统,控制器,方法,设计,执行器



































橄榄岩,熔体,年龄,样品,时间










































































凝胶,辐射,剂量,药物,溶胀




技术,藻类,化感,作用,微囊
































化学,工艺,出水,影响,城市污水
焊点,基钎,模型,力学,行为
























































转移,淋巴结,食管癌,分级,患者









随访,患者,影响,应答,因素



























































试验,应力,轨道,进行,纵向





































氧化,电极,介质,碱性,电化学

氧化,还原,电荷,性能,空气
器件,电致,变色,透射率,双层结构











反应,融合,单抗,蛋白,应用
皮试,试验,颈部,干扰素,符合
弯曲,腹泻,人群,头孢,空肠

弯曲,空肠,结肠,样品,阳性率













基因,基因型,对象,多态,表型
死亡,端粒,风险,心脑血管,患者
活性,基因,研究,转录,荧光素酶



地基,复合,进行,泥土,给出
转换,偏心,增强,剪切,设计
拉杆,约束,钢管,混凝土,方形
桁架,研究,结构,杆件,混凝土
节点,设计,研究,荷载,塑性


筒体,结构,抗震,工程,措施
试验,钢板,剪力墙,混凝土,边框
进行,荷载,柱脚,分析,试件
斜折柱,折角,研究,采用,需要












































试验,硝酸,足癣,治疗,股癣
肿瘤,特点,肿瘤性,天疱疮,临床








































蛋白,融合,抗体,分析,获得
猪瘟,病毒,疫苗,检测,兔化
















标本,临床,建立,资料,研究












胶原蛋白,添加,食品,医疗,起到



































胶原,组织,肝细胞,大鼠,方法

细胞,胃癌,肿瘤,生长,抗体







































突出,手术,患者,椎间盘,钙化
微创,腰椎,经椎间,患者,进行
患者,手术,疾病,颅颈,进行
融合,患者,椎间,评价,随访
手术,脊柱,过性,畸形,患者
腰椎,分析,患者,时间,手术
手术,椎间盘,方法,效果,入路
























































蛋白,纯化,复性,包涵,检测
构造,褶带,油气,解释,资料

























浓度,减小,悬沙,趋势,海域
流量,水位,河段,冲刷,变化





















平滑肌,吴茱萸,收缩,方法,作为
分离,茯苓,得到,化合物,进行













患者,盐酸,时间,锻炼,疼痛


































外标法,内标,含量,结果,测定












提取物,质量,工艺,回收率,色谱




























































配置,进行,观测,算法,模拟退火
等值,估计,进行,算法,动态
电池,电动汽车,管理,方法,电站
电缆,运行,受潮,研究,加热
电动汽车,价值,单元,分析,价值链
电池,服务,补充,优化,成本
等值,估计,免疫,算法,小生境
微网,交换,功率,模型,能力
参数,负荷,辨识,建模,目标
电能,质量,数据,技术,进行
电网,模型,等值,进行,采用













预测,食用油,模型,方法,样本
天线,极化,端口,组成,提出






通量,操作,复合膜,进行,压力
碳纤维,原丝,质量,制得,聚丙烯腈
实验,能力,进行,学生,提高
关系,方面,发展,催化剂,改进
改性,方式,城市污水,增大,系数












含量,配分,作用,改造,海水

沉积,三角洲,库车,发育,重点
样品,陨石,冲击,变质,岩石学
水层,典型,识别,方解石,油气

































糖蜜,酒精,废液,蛋白,去除率


土壤,污染区,形态,结合态,含量

同位素,年龄,方法,进行,利用
同位素,测定,锆石,获得,样品
年龄,同位素,方法,测定,原位
地球化学,山带,时代,特征,边缘
辉长,辉绿岩,华北,景区,裂解
锆石,晶化,方位,火山,入射






























疫源地,动物,鼠疫,绒鼠,鼠体
采用,调查,分布,涉县,容器
















订单,制造商,零售商,策略,研究
信用,物流,缺乏,交易成本,完善
信任,情感,共享,信息,私人关系
提前,费用,模型,供应链,交货期
研究,承诺,共享,信息,信任
精益,生产,基础,特性,工作
财务会计,面向对象,住房,技术,公积金
服务业,制造业,生产性,共生,影响

供应商,提高,参与,压力,构建



河网,浓度,水体,排放,通量
进行,分区,减灾,灾害,风险




模型,环境,含量,遗传,小麦
效应,单株,穗数,遗传,环境
含量,小麦,耐寒性,产量,低温
分蘖,单株,穗数,遗传,标记


















断裂,珠江三角洲,网纹,红土,变化
矿山,环境,地球化学,过程,金属
盆地,油气藏,油气,资源,开发
界面,矿山,迁移,重金属,控制
沉积,湿润,河口湾,气候,出现
孢粉,信息,沉积环境,人类,三角洲
土壤,重金属,含量,元素,蔬菜

















哌虫啶,异构体,土壤,光学,结合
多菌灵,茶叶,残留量,样品,测定
降解,菌株,初始,鉴定,研究
蛋白,水稻,含量,华池,表达
草醚,水稻,油菜,增加,单位
降解,草醚,浓度,效果,技术
测定,溶剂萃取,加速,羽绒,羽毛
噻菌灵,样品,蔬菜,方法,要求











研究,阻燃,硬质,阻燃剂,问题
混凝土,管桩,效率,减水剂,流动性
硫化,进行,改性,填料,力学性能
阻燃,材料,大分子,可达,阻燃性


淋巴细胞,硫酸,多糖,增殖,培养
复方,中药,免疫,血清,调节
作用,提取,成分,方式,部位
外周血,淋巴细胞,转录,分子,培养
蛋白,提纯,层析,检测,病毒


















信息,服务,进行,风险,企业









细胞,表达,增殖,蛋白,能力







































再生,钢管,混凝土,长柱,偏心

混凝土,组合,拱桥,结构,设计




教学,学生,教材,课程,数字
绿谷,信息,健康状况,公司员工,采集

































































绝缘,油纸,系统,变压器,介质

谐振,铁磁,断路器,发生,抑制












控制,运动,干扰,系统,设计














反演,模型,云液,边界,方法

目标,阻塞,模型,中断,负荷
发电,节点,成本,独立性,损微

模型,馈线,估算,混合,损耗
















缺氧,转染,细胞,缺陷,复制
患者,综合征,肠系膜,动脉,压迫
检测,孤岛,方法,电压,负荷
放电,实验,八边形,结构,电压
激光,系统,光栅,衍射,图像
等效,利用,方程组,方法,电压
显示,时序,激光,系统,告警

变电站,网络,提升,数据流,实现





合成,结构,产物,条件,钙钛矿
沼渣,比例,基质,光合,植株




抗体,免疫,壁虎,获得,特异性










































白血病,表达,浸润,肿瘤,可能


















体系,混合,荧光,浓度,拟合
浓度,可见,吸收,表面,活性剂



















水质,光谱,化学,测定,实验室
算法,故障,检测,策略,节点
融合,保护,结构,算法,方面




细胞,形态,保护,浓度,海马















位点,构象,检测,研究,标记












硫酸,色谱,值至,复方,基柱
稳定性,阿仑,肠溶片,释放,进行
片剂,含量,有关,条件,物质
西归,采用,方法,提取,条件
释放,渗透,泵片,双层,乙烯








反应,氧基,收率,进行,催化剂







集成,设计,性能,流程,场合
系统,功率,冷却,磁体,储能
模块,控制器,实验,数目,应用
负载,调整,控制,逆变,电阻






方法,信号,波包,分解,状态
硝化,动力学,方程,实际,系统
应用,工艺,分析,生物,滤池

优化,能力,提出,组合,参数
液压泵,预测,背景,间距,进行
信号,分解,振动,液压泵,故障
提取物,参莲
盐度,抑制,积累,质量,浓度

熏蒸,精油,活性,淡色,库蚊

土壤,活性,耕作,保护性,下降


注射,研究,技术,疼痛,进行
摩擦,性能,行驶,工况,影响
制动,过程,进行,噪声,尖叫



脉冲,作为,晶体,功率,介质




转化,植物,土壤,稳定性,关系

胁迫,植物,磷素,利用,响应
大豆,单株,产量,含量,增加
土壤,处理,活性,垦殖,季节性
大豆,抗旱性,基因型,抗旱,荚率
活性,拮抗,粘类,抗菌,菌株
生态,服务,土地利用,效应,海伦市
水稻,栽培,提高,条件,影响



对照组,单核细胞,评分,试验,白细胞
心肌病,反应,移植,免疫,排斥
单核细胞,对照组,评分,试验,计数
手术,体温,粒细胞,评分,中性
对照组,计数,评分,白细胞,粒细胞




损伤,模型,长度,混凝土,局部
注水,煤层,地压,冲击,防治
教育,专业,实践,进行,教学




记录,季风区,气候,沉积物,黄土高原
黄土,古气候,研究,中国,中亚
气候变化,干旱区,研究,丝路,科学
体细胞,诱导,组织,培养基,萌发
刺槐,方式,授粉,花粉,交配







穴位,电针,经络,氧分压,调控
缺氧,急性,电针,心功能,志愿者
缺氧,电针,心功能,急性,志愿者
进行,系统,软件,测量,显示
模型,穴位,治疗,免疫,家兔




土壤,尿素,氮肥,包膜,竹炭









孢粉,荒漠,植被,表土,空间




规划,理念,产业园,园区,高新技术

公房,住房,建筑,进行,改造
公共政策,规划,增强,方面,编制

城市,发展,中国,边缘,开发区



社会,城市,广州,空间,成为
污水,压缩机,机组,源热泵,提高






水质,风险,识别,污染物,引黄










寡肽,矿化,蛋白,组装,釉质














植物,方面,杂草,恶性,中药材
粉剂,可湿性,赤星,实验,抑制
醪液,沼气,实验,酒精,采用
消化,气量,有机,生活,城市
根腐病,土壤,细菌,高发期,类群
协同,作用,污染,臭氧,负载
堆肥,秸秆,生长,发酵,原料

沼气,发酵,原料,实验,工艺
发酵,沼气,甘蔗渣,实验,原料
发酵,沼气,甘蔗渣,实验,原料


碱基,相关,遗传,序列,结构
脊髓,豚鼠,免疫,改变,运动神经元
细胞,胶质,脊髓,培养,星形
基因,人群,多态性,河北,遗传














水鸟,面积,环境,因子,影响
应用,表面,生物,活性剂,高产
洞庭湖,水位,数据,水量,蓄水量
污泥,处理,剩余,成本,成为


振动,控制,模态,压电,柔性
测量,表面,应用,表征,物体
激光,载荷,处理,拉伸,进行














































气候,预测,台风,生成,对流层

对应,雨带,指数,关键,环流

飓风,大气,台风,研究,变化





















电源,相应,谐振,拓扑,工作
系统,电能,传输,控制策略,恒幅
传输,信号,方法,电路,系统


结构,电压,输出,拓扑,负载







密度,细胞,条件,水流,影响

大气,增加,水库,作用,产甲烷
通量,释放,交换,界面,范围


吗啡,血浆,方法,提取,药动学
产妇,静脉,内径,低血压,腰麻





基因,显示,蛋白,表达,分析








全球,护理,双方,蛋白,增加
治疗,代谢,葡萄糖,患者,患侧

去垢,提取物,脂筏,蔗糖,特性
治疗,大面积,脑梗死,针刺,针药

气化,以利,中脘,扶本,培元



旋转,老化,现象,行为,标准
种子,演替,土壤,阶段,群落

幼苗,出土,植物,萌发,深度


森林,研究,减少,河川,影响
社会,节水型,水资源,建立,区域
土壤,动物,地形,空间,分布


血脂,治疗,初诊,患者,胰岛素
胰岛素,患者,糖尿病,细胞,功能






算法,行为,求解,鱼群,进行
改进,运输,车辆,配送,算法

汇率,中国,经济,因素,政策
视角,全球,经济,研究,调整
战略,互利,角度,实施,经济学
增长,经济,质量,研究,问题
技术,地区,投资,外商,因素
美国,人民币,影响,升值,不会
美国,进口,增长,经济,下降
经济,格局,效应,亚太经济,发展
美国,中国,轮胎,政策,贸易
收入,流动性,效应,分配,增长

载体,核酸,疫苗,表达,构建








模型,过程,螺旋,实物,开发

共享,消费者,知识,风险,主体
影响,分配,模型,目标,采购









运行,炉排,垃圾,原始,国家标准




社区,算法,发现,个体,信息
支持,单类,向量,样本,应用


支持,向量,局部,蕴含,一致性



流动,蒸汽,凝结,研究,汽轮机





小鼠,黏膜,肠道,小肠,损伤
离子,添加,研究,水解,活性
水解,色谱法,方法,葡萄糖,衍生
海参,硫酸,软骨素,海域,取代
磷脂,脂质体,小鼠,提高,肿瘤
斑点杂交,海参,刺参,方法,基因
分化,细胞,脂肪,增殖,表达
胃溃疡,溃疡,模型,大鼠,硫酸
标准,检测,进行,曲线,定量
水解,配合,研究,有机磷,农药

数据,被动,微波,分辨率,土壤
影响,人类,活动,流域,过程
土壤水分,温度,变化率,地表,作者
灾害,进行,评价,危险性,降雨量
城市道路,选取,重要性,进行,排序
用地,数据,京津冀,空间,城镇
遗传算法,基因,剖分,改进,传统
教育,发展,均衡性,人民,评价
地形,数据,算法,计算,进行
地下水,水质,研究,分布,盆地











































研究,评估,认知,临床,采用










信息,理论,发展,国家,成为

























评价,参数,油页岩,关键,矿体
