

























腐解,藻浆,方式,处理,反应器,作为,引起,农肥,灌溉,减少
生物,滤池,活性炭,球状,活性,滤层,滤料,生物量,增加,分布
吸附,柴油,污染,膨胀,石墨,应急,规律,振荡,模型,突发性
高锰酸钾,污染,活性炭,技术,突发,吸附,氧化,消减,研究,工艺
滤池,粒径,效果,去除,污染物,新沂河,处理,生物,影响,采用
治理,村镇,污水,政府,供给,生产,资金,中国,市场,使用
降解,工艺,初始,臭氧,效果,去除率,浓度,叔丁醇,进行,目标
介质,组合,水质,人工,弹性介质,净化,改善,毒素,去除率,效果
污染,氧化,突发,活性炭,效果,处理,联用,技术,效能,吸附






















技术,烟粉,示范,害虫,虱类,虱在,研究,地区,发生,华北















































































脉冲,系统,控制,镇定,效果,改进,推广,结果,已有,所得









疾病,组学,代谢,研究,变化,应用,因素,机体,发病,临床





















空气,交易,活禽,农贸市场,社区,介质,抗性,结果表明,基因,传播






车厢,温度,流场,计算,分布,列车,合理,部分,评价,分析
颗粒,次数,气溶胶,增加,沉积,变化,粒径,测量,浓度,采用
空气,燃烧器,区域,特性,燃烧,烧嘴,旋转,动量,炉膛,模拟




























研究,海气,影响,发展,年际,基础,理论,项目,关键,气候

模型,生态,空间,城市,分析,地理信息系统,运用,高能耗,问题,网络
网格,实现,系统,分析,动态,赋值,数据,空间数据,空间,技术
环境,人居,社区,评价,单元,模型,空间,赋权,比较法,量化
状况,数据,指数,评价,区域,土地,限制,综合,人类,植被










油菜,种植,茎秆,集中,密度,分枝,高密度,单位,力距,差异








内皮细胞,视网膜,细胞,微血管,成人,年龄,表达,供体,结构,培养
景观,城市化,深圳湾,类型,基围,面积,趋于,斑块,阶段,指数




















涂层,磨损,含量,结合,摩擦,性能,高温,横流,覆层,重量



















净化,水质,营养,盐浓度,植物,影响,措施,恢复,风浪,方面
浮游,分布,荷花,种类,环境,分析,水区,优势,浓度,因子

放流,太湖,调控,提高,生物,流量,鱼类,作用,动物,改水
迁移,垂直,浮游,影响,幼体,水蚤,原镖,水深,调查,进行
修复,富营养化,浅水,湖泊,亚热带,改善,水质,清除,植被,五里湖





免疫,疫苗,保护,细胞,反应,检测,采用,仔猪,显示,抗体






市场,参与,机制,发展,研究,交易,价格,处于,展望,组织
调峰,市场,电力,服务,辅助,东北,电网,能源,消纳,设计
能源,信息,互联网,商业模式,提升,效率,市场机制,分析,融合,交易
融合,电力,深度,两者,优势,能源,时延,产能,低功耗,受到
母线,预测,虚拟,负荷,方法,精度,提高,具有,局部,输出功率











乳腺,体表,皮肤,光谱,肿瘤,吸收,肿物,测定,衰减,变换
基因型,男性,人群,频率,对象,差异,研究,多态性,腰围,方法
血浆,抵抗素,水平,研究,腰围,吸烟,饮酒,男性,活动,体力
人群,城市,心血管,研究,因素,发病,小时,水平,进行,活动
水平,抵抗素,吸烟者,吸烟,血浆,胆固醇,男性,研究,饮酒,关联
颈动脉,厚度,分析,因素,心血管病,年龄,增加,进行,数据,疾病
吸烟,颈动脉,斑块,相关,因素,人群,基因,保护,显著性,基因型



























脑梗死,急性,大鼠,作用,孤束核,动脉,方法,观察,测定,压力





























光学,试验,真空,分析,空间,集成,能够,方案设计,优化,影响





































































方法,建模,品质,结果,检测,组合,结合,农产品,校正,预测









压力,事件,方式,应对,情绪,性生活,智力,主观,调节,问卷
儿童,社会,行为,父母,产生,教养,分析,风格,结果表明,途径

学业,气氛,学校,耗竭,身心,疏离,学习,师生关系,产生,问卷
学习,研究,量表,具有,采样,包括,身心,广东,耗竭,分层



























光纤,吸收,实现,气体,传感器,形成,灵敏度,具有,基础,光谱













细胞,凋亡,作用,水平,表达,低浓度,促进,机制,引起,观察
表达,真核,基因,载体,构建,方法,测序,扩增,质粒,序列







研究,海气,影响,发展,年际,基础,理论,项目,关键,气候




























电极,表面,增强,技术,电化学,获得,方法,得到,电位,阶跃
菌株,毒性,线虫,作用,毒力,蛋白,发现,能够,筛选,培养


































































































提取,石漠化,光谱,植被,绿色,评价,因子,盖度,分解,信息
变化,土地利用,发展,社会,经济,格局,增加,水平,排序,经济总量

价值,服务,土地利用,生态,变化,洞庭湖区,湖区,划分,研究,提供
研究,生态,发展,社会,领域,环境,方向,继续,热点,资源
景观,土地利用,研究,类型,格局,空间,土地,河池市,进行,受到
利用,环江,土地利用,环境,导致,广西,划出,增长,盲目,原因
石漠化,喀斯特,提取,生态,监测,评价,背景,地质,关键,精度
















形成,过程,体积,氧化,基底,变化,合金,晶格,进行,晶胞






















































液相,样品,发酵液,干扰,方法,测定,条件,相比,萃取,使用



































生物量,海拔,分配,群落,比例,降低,养分,生长,收获,升高





改性,有机,废水,膨润土,碱渣,炼油,采用,达到,烷基,去除率








方法,离子,嘌呤,利用,液体,氨基,测试,分离,原料,合成























结构,采用,混凝土,分析,组合,进行,桁架,钢筋,部分,单桩





















密码子,基因,文心,分析法,基因组,水平,含量,位置,模式,向量


















荧光,表面,活性剂,浓度,变化,特征,缔合,有关,高于,胶束






















































出力,风场,优化,暂态,算法,问题,提出,灵敏度,规划设计,成为
辨识,参数,方法,线路,抗差,零序,中位数,数据,利用,正序
串补,线路,特高压,过电压,措施,补偿,清除,联动,故障,输电
电抗,串补,线路,高抗,电流,中性点,特高压,研究,应力,电气









进行,反应,照射,催化剂,降解,机理,合理,脱色,达到,结果表明





体积,侧脑室,中国,分析,年龄,男性,成人,图像,建立,增大





























领导,行为,分析,员工,研究,维度,产生,态度,采用,适用性

创新,员工,进行,影响,领导,相关,梳理,认知,行为,特征






























喷嘴,陶瓷,梯度,功能,工作,水煤浆,磨损,分析,应力,特性




血吸虫,基因,宿主,日本,基因组,寄生虫,分子,流行,测序,寄生




















水平,影响,疼痛,空白,规律,选择,方法,引起,可能,减轻





飞蝗,产卵,土壤,研究,选择,含盐量,环境,水库,大港,植被
树脂,针叶树,过程,防御,功能,组成,诱导,抗害,合成,真菌











































试验,破碎,预测,数值,进行,理论,模式,分析,提出,压缩





系统,油井,查询,动态,设计,移动,工作效率,信息,现场,网络



























治疗,神经,根管,松解术,颈椎病,疗效,试验,根型,对照组,突症
治疗,接骨,外敷,缓解,程度,观察,中药,肿胀,外伤,对照组

缓解,治疗,证候,疼痛,松解术,改善,程度,量表,观察,症状
治疗,神经,松解术,根管,疗效,颈椎病,根型,体征,试验,对照组




信息网络,效能,模型,网络,计算机病毒,中心,条件,措施,反病毒,进行
捕食,全局,保证系统,时滞,平衡点,控制,模型,研究,具有,构造

病毒,模型,滞后,时滞,性态,平衡点,导致,动力学,全局,分支
时滞,区间,稳定性,分割,判据,降低,全局,神经网络,线性,矩阵
时滞,包含,网络系统,技巧,分析,条件,耦合,神经,指数,全局
作战,导弹,中心,网络,系统,导弹部队,结合,概念,条件,出发

模型,复制,入度,服从,分布,经验,结点,网络,正态分布,计算机














氨基,流动,减水剂,产品,损失,掺量,实验,净浆,具有,复配
偶联剂,进行,产物,改性,活化,指数,分散性,增加,时间,采用
掺杂,测试,荧光,得到,增强,测定,浓度,没有,进行,X射线





















































显性,基因,遗传,亲本,遗传力,模型,作用,自交,符合,杂交

小麦,基因,锈病,抗性,方法,白粉病,病性,指标,表现,尚无





适应,优化,搜索,算子,混合,遗传算法,进行,策略,使用,自主


方法,改进,路径,充分性,分析,相关,概念,软件测试,分支,覆盖




































地球,生物学,方法,烃源,有机,过程,埋藏,生产力,生物,反演


















表达,基因,蛋白,分析,质膜,通道,获得,胁迫,研究,细胞
品种,胁迫,茄子,幼苗,根系,影响,材料,提高,测定,试验
基因,蛋白,番茄,表达,通道,编码,细胞,胁迫,定位,分析
种子,萌发,过程,黄瓜,水平,变化,处理,运用,降低,技术


















环境,石笋,东亚,记录,进行,演化,高精度,气候,冰芯,地点




土壤,磁学,剖面,影响,磁性,磁化率,指标,分析,产生,矿物



























模式,发展,经济,农村,贵州,生态旅游,乡村,农业,分析,进行
三峡库区,重庆,评价,复合,健康状况,东段,库区,生态,分异,调控
生态,足迹,区域,发展,揭示,重庆市,差异,表现,评价,演化过程
湖泊,江苏省,形态,存在,下降,周长,面积,系数,发育,对数
湖泊,人工,面积,系数,特征,周长,发育,具有,形态,天然湖泊
地区,扶贫,工作,当地政府,参与,企业,发展,资源型,经济,喀斯特
栅格,汇流,计算,模型,水文,流域,分布式,问题,入流,耦合
农业,生态,空间,重庆市,格局,相关,降低,方向,具有,分析






















密度,樟子松,林地,枯梢,生长,科尔沁沙地,情况,样地,死亡,栽植
土壤,硝化,矿化,氮素,速率,生境,利用,流动沙丘,测定,沙地








































模型,整车,信号,驾驶,模拟器,运动,传动,驾驶员,驱动轮,踏板
控制,动力,混合,电子,节气门,开度,实际,汽车,发动机,总成
控制,发动机,混合,单元,辅助,设计,动力车,动力,接口,实现

































口服,盐酸,药代,动力学,方法,噻氯匹,定片,延长,剂量,吸收





条件,沸石,合成,活化,焙烧,生成,碱度,产物,影响,粉煤灰
矿物,研究,物理学,方面,技术,结构,计算,取得,计算机,矿物学


















干细胞,充质,骨髓,表面,磷灰石,分化,细胞,免疫,影响,检测








表达,斑马鱼,胚胎,整体,作用,发育,检测,结果显示,基因,蛋白
































盘条,组织,淬火,表层,结构,盐浴,分析,系统,扫描电镜,能谱仪






















模式,磁化率,特征,黄土,剖面,矿物,为主,地区,磁性,结果显示





沉积,风成,全球,发育,模式,环境,流域,气候,区域,指示
沉积,风沙,发育,风成,黄土,沉积物,活动,特征,方面,风化
扩散,能力,保水,黄原,材料,吸水,吸水性,动力学,能够,表明
淀粉,吸附,制备,基微球,双键,环氧,聚合,中间体,自由基,悬浮
淀粉,反应,基微球,醚化剂,活性,过程,搅拌,制备,油水,速度
活性,分子,基因,核酸,调控,前景,功能,用光,基团,切割
废水,处理,高铁,去除率,制革,综合,化学,氧化,达到,配位
吸水,材料,复合,吸水性,研究,动力学,黄原,扫描电镜,分子,进行
微球,明胶,性能,人工,药物,载药,释放,研究,胃液,具有
压裂,酸性,进行,压裂液,滤失,作为,稠化剂,表面,活性剂,破胶
去除率,复合,交联剂,废水,絮凝剂,含油,接枝,浊度,反应,条件
吸附,接枝,共聚物,动力学,符合,行为,表征,制备,复合,利用
药物,艾滋病,校验,建模,模型,稳定性,类抗,采用,原子,全息




神经网络,稳定性,指数,时滞,给出,条件,代数,公式,作者,利用









粒子,温度,上升,动力学,研究,发现,电子型,时间,过程,掺杂















按摩,实现,按摩椅,采用,传动轴,功能,运动,装置,夹持,具有


方法,离散,特征,分析,水平,领域,冲突,提出,基础,机械








城市,项目,设计,操作,实施,研究,教授,评价,构想,社会














牦牛,心脏,肝脏,肌肉组织,变异,方法,活力,组织,遗传变异,检测

牦牛,分子,序列,类型,存在,分析,发现,基因,蛋白,差异



















流域,澜沧江,植被,区域,增加,指数,趋势,高程,改善,方法

资源,研究,科学,环境,综合,注重,领域,区域,科学考察,机理
旅游,响应,景区,干扰,游客,游道,调查,践踏,样区,改变




因子,冬枣,品质,评价,进行,综合,采用,单株,指标,权重
分子,导管,类型,嫁接,砧木,根系,变化,接穗,离析,技术
香气,结果,感官,物质,气味,具有,进行,采用,测定,效应
含量,影响,蓝莓,果率,活性,下降,分析,速率,呼吸,贮藏
评价,综合,冬枣,指标,品质,进行,方法,采用,相关,途径
热处理,贮藏,草莓,指数,含量,分析,影响,总酸,方法,提高


品质,处理,草莓,影响,风味,含量,条件,贮藏,常温,低温
浸出,净化,电解,循环,达到,浮选,氧化锌,精矿,品位,处理








遗传,荧光,检测,双链,编码,分析,位标,多态性,发现,上海地区


方案,引物,通用,实验,分型,小鼠,荧光,特异性,反应,设计

















马铃薯,溶液,表观,速率,质量,剪切,黏度,温度,蔗糖,浓度
成分,香气,锦橙,挥发性,反式,化合物,特征,醛类,酯类,烃类
化合物,香气,烯类,物质,橙汁,萃取,含量,醛类,体积,乙醚
细胞,软骨,胫骨,生长,日龄,肉鸡,坏死,超微结构,引发,增殖
表达,软骨,福美,生长,细胞,饲喂,胫骨,进行,差异,对照组
基因,文库,肉鸡,基础,序列,消减,技术,应用,筛选,构建
葡萄柚,分析,联用,丁酸,发现,气味,挥发性,成分,反式,质谱
成分,挥发性,技术,游离态,糖苷键,丁酸,萃取,合态,梨汁,质谱
肉糜,冻藏,内聚性,时间,影响,上升,微观,生产工艺,发生,劣化
榨汁,机械,手工,气味,香气,挥发性,物质,分析,橙汁,强度
含量,荔枝汁,指标,处理,影响,变化,游离,高密度,探讨,品质


服务,方法,价值,动态,区域,评估,生态,遥感技术,进行,分布
服务,价值,面积,生态,永定河,单位,当量,计算,方法,评估





























































试验,遗传,转化,嫁接,材料,进行,冰糖,再生,外植体,基因
转化,实生苗,条件,效率,杆菌,基因,共培养,外植体,浓度,整合
基因,表达,柑橘,分析,类型,转基因,建立,甜橙,内参,检验
抗体,表达,溃疡病,基因,柑橘,构建,获得,重组,可变,原核
含量,胡萝卜素,果皮,试材,泸红,测定,品质,结果表明,积累,橙红色




















间隙,释氢,掺杂,原子,缺陷,结合能,存在,合金,形成,密度




















影响,特性,使用,撰写,开放,展现,进行,结论,意愿,交流
聚类,算法,数据,数据流,抗体,传统,数目,网络,淘汰,策略
作为,效率,经营,指标,评价,行业,代入,业务,港口,有益
算法,粒子,寻优,边界,缓冲,问题,改善,传统,理想,物流配送

经济学家,理论,经济学,决策,研究者,世纪,经济,研究,领域,学科






出口,控制,研究,关系,作为,发现,结果,影响,灵活性,过程
企业,研究,出口,天生,特征,案例,温州,选取,方法,对象
影响,网络,口碑,消费者,销量,评论,内生性,说服,产品,效应



动态,提出,进化,逻辑,提高,调整,速度,差值,函数,遗传算法









电池,设计,网络系统,电动汽车,研制,网络拓扑,线型,单总线,自动识别,提高
实验室,建设,文化,体系,提高,高校,管理,管理者,保障,条件
无源,应用,调制,方式,进行,分析,研究,提供,混合,参考
起升,机构,起重机,可靠性,分析方法,分析,系统可靠性,进行,基础,故障
信道,参数,测量,场景,频域,特性,实测,室内环境,分析,有利于
信号,课程,分析,实验,应用,风扇,振动,实际,理论,计算机系统


地震,信号,分析,时频,地质,进行,地层,效应,数学,变换
探测,技术,开展,专项,地壳,实验,研究,大陆,青藏高原,建立
电磁,计算,大地,实现,频率,并行算法,并行,任务,正演,执行
专项,探测,实施,计划,研究,科学,科技,取得,具有,发现
数据,实现,矩阵,计算,空间反演,电磁,节点机,并行算法,反演,大地

处理,参考,估计,电磁,时间,大地,阻抗,资料,操作,模块
电性,可能,断裂带,高导层,结构,地块,祁连,盐水,横向,俯冲
处理,电磁,大地,曲线,数据,提高,能够,电阻率,干扰,噪声


分布,格局,指数,空间,聚集,种群,检验,生态,沙漠,群落
生态,经济林,荒漠化,地区,研究,环境,改善,笔者,作用,建设
表型,模型,可塑性,选择,植物,模式,进化,具有,反应,水平
铁芯,定子,损耗,绕组,产生,质量,检验,计算,单位,装配
性状,放牧,研究,差异,强度,基株,处理,模式,表现,构件
幼苗,空间,辽东,土壤,分析,分布,格局,因子,生境,油松林
